Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,size
9758,1.23,Very Good,F,SI2,60.9,58.0,4661,6.93,6.96,4.23,204.024744
9759,1.15,Very Good,H,SI2,63.7,56.0,4661,6.63,6.66,4.23,186.77903400000002
9760,1.0,Very Good,D,SI2,62.5,58.0,4661,6.35,6.44,4.0,163.576
9761,0.9,Ideal,D,SI1,61.3,58.0,4661,6.16,6.21,3.79,144.981144
9762,1.11,Premium,H,SI2,61.5,59.0,4662,6.67,6.63,4.09,180.86838899999998
9763,1.11,Premium,H,SI2,62.9,59.0,4662,6.59,6.54,4.13,177.99721799999998
9764,1.02,Premium,I,VS2,59.5,59.0,4662,6.54,6.5,3.88,164.9388
9765,0.9,Very Good,H,VS2,62.6,57.0,4662,6.11,6.09,3.82,142.14181799999997
9766,1.02,Ideal,I,VS2,61.5,57.0,4662,6.49,6.45,3.98,166.60479
9767,1.02,Ideal,F,SI2,62.4,55.0,4662,6.46,6.43,4.02,166.98195599999997
9768,1.06,Ideal,G,SI2,61.0,57.0,4662,6.61,6.56,4.02,174.31363199999998
9769,1.02,Ideal,F,SI2,61.4,56.0,4662,6.5,6.47,3.98,167.3789
9770,1.11,Ideal,H,SI2,62.7,57.0,4662,6.66,6.59,4.14,181.702116
9771,1.11,Premium,H,SI2,61.6,60.0,4662,6.67,6.6,4.09,180.04997999999998
9772,1.11,Ideal,H,SI2,62.0,54.0,4662,6.64,6.61,4.11,180.389544
9773,1.11,Ideal,H,SI2,61.3,55.0,4662,6.73,6.65,4.1,183.49345000000002
9774,0.91,Ideal,I,VVS2,60.6,57.0,4663,6.25,6.27,3.79,148.520625
9775,1.12,Premium,D,SI2,59.5,59.0,4663,6.8,6.75,4.03,184.977
9776,0.91,Premium,D,SI1,62.3,60.0,4663,6.21,6.15,3.85,147.03727500000002
9777,0.91,Premium,D,SI1,59.0,61.0,4663,6.35,6.29,3.73,148.98179499999998
9778,0.9,Very Good,H,VVS1,62.1,59.0,4664,6.17,6.19,3.84,146.658432
9779,1.0,Ideal,I,VS1,63.1,57.0,4664,6.32,6.39,4.01,161.94304799999998
9780,1.11,Premium,E,SI2,62.5,58.0,4664,6.63,6.61,4.14,181.432602
9781,0.91,Very Good,H,VVS2,62.9,58.0,4665,6.14,6.17,3.87,146.610306
9782,0.86,Very Good,E,VS2,62.3,56.0,4665,6.05,6.08,3.78,139.04352
9783,0.98,Ideal,G,SI1,62.3,56.0,4665,6.37,6.34,3.96,159.92776800000001
9784,1.19,Very Good,I,SI1,63.2,58.0,4665,6.82,6.7,4.27,195.11337999999998
9785,1.0,Fair,H,SI1,67.6,59.0,4665,6.03,5.95,4.05,145.307925
9786,1.01,Very Good,I,VS2,62.3,60.0,4666,6.33,6.41,3.97,161.083941
9787,1.01,Very Good,E,SI2,59.5,59.0,4666,6.54,6.58,3.9,167.82948
9788,1.01,Ideal,E,SI2,62.2,54.0,4666,6.39,6.43,3.99,163.939923
9789,1.01,Very Good,D,SI1,62.4,58.0,4666,6.39,6.47,4.01,165.786633
9790,1.01,Ideal,E,SI2,61.2,54.0,4666,6.49,6.52,3.98,168.412904
9791,1.01,Premium,E,SI2,61.5,58.0,4666,6.4,6.43,3.95,162.55040000000002
9792,1.01,Premium,E,SI2,62.6,59.0,4666,6.36,6.39,3.99,162.15519600000002
9793,1.01,Very Good,E,SI2,61.5,56.0,4666,6.45,6.47,3.97,165.674055
9794,1.01,Ideal,E,SI2,61.1,57.0,4666,6.48,6.52,3.97,167.73091200000002
9795,1.01,Good,E,SI2,63.7,58.0,4666,6.32,6.36,4.04,162.38860800000003
9796,1.24,Ideal,J,SI2,61.6,57.0,4666,6.89,6.87,4.24,200.697432
9797,1.24,Premium,E,SI2,60.5,62.0,4666,6.97,6.89,4.19,201.21762700000002
9798,0.93,Ideal,G,SI1,62.2,58.0,4666,6.2,6.24,3.87,149.72256000000002
9799,1.24,Premium,J,SI2,62.2,58.0,4666,6.94,6.82,4.28,202.57582400000004
9800,1.05,Ideal,G,SI2,62.2,54.0,4667,6.52,6.56,4.07,174.07878399999998
9801,1.04,Ideal,F,SI2,62.1,57.0,4668,6.46,6.48,4.02,168.280416
9802,0.9,Very Good,G,VVS2,62.6,55.0,4668,6.12,6.19,3.85,145.84878
9803,0.9,Very Good,D,VS2,63.0,62.0,4668,6.06,6.13,3.84,142.647552
9804,0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83,143.21519
9805,1.03,Very Good,E,SI2,62.1,59.0,4668,6.43,6.46,4.0,166.1512
9806,0.91,Very Good,E,SI2,63.2,56.0,4668,6.08,6.14,3.86,144.09843199999997
9807,1.01,Ideal,E,SI2,61.6,58.0,4668,6.45,6.5,3.99,167.28075
9808,1.16,Ideal,I,SI1,61.7,56.0,4668,6.76,6.7,4.15,187.9618
9809,1.01,Very Good,H,SI1,63.3,56.0,4669,6.35,6.39,4.03,163.523295
9810,1.21,Good,F,SI2,63.7,64.0,4669,6.73,6.63,4.25,189.634575
9811,1.21,Premium,I,VS2,61.6,61.0,4669,6.86,6.8,4.21,196.38808
9812,1.11,Premium,G,SI2,61.5,58.0,4670,6.6,6.67,4.08,179.60976
9813,0.91,Premium,H,VS1,61.0,59.0,4670,6.25,6.18,3.79,146.38875
9814,0.91,Premium,H,VS1,61.8,54.0,4670,6.32,6.27,3.89,154.146696
9815,0.91,Very Good,H,VS1,59.4,63.0,4670,6.32,6.28,3.74,148.43910400000004
9816,1.09,Ideal,G,SI2,61.2,57.0,4670,6.68,6.63,4.07,180.253788
9817,1.09,Ideal,G,SI2,62.1,56.0,4670,6.66,6.59,4.12,180.824328
9818,1.03,Good,D,SI2,59.3,58.0,4671,6.57,6.61,3.91,169.802307
9819,1.01,Premium,D,SI2,58.8,59.0,4672,6.58,6.55,3.86,166.36213999999998
9820,1.01,Premium,G,SI1,61.2,61.0,4672,6.47,6.41,3.94,163.402438
9821,1.01,Good,G,SI1,60.7,59.0,4672,6.35,6.4,3.87,157.2768
9822,1.01,Premium,G,SI1,61.0,62.0,4672,6.49,6.4,3.93,163.23648
9823,1.01,Very Good,G,SI1,63.5,60.0,4672,6.33,6.3,4.01,159.91478999999998
9824,1.01,Premium,D,SI2,62.8,59.0,4672,6.44,6.34,4.01,163.72669599999998
9825,1.01,Very Good,G,SI1,63.4,58.0,4672,6.33,6.28,4.0,159.0096
9826,1.01,Good,G,SI1,63.9,57.0,4672,6.37,6.3,4.05,162.53055
9827,1.01,Premium,G,SI1,62.9,61.0,4672,6.4,6.36,4.01,163.22304000000003
9828,1.01,Premium,D,SI2,62.2,60.0,4672,6.43,6.4,3.99,164.19648
9829,1.01,Good,G,SI1,63.6,57.0,4672,6.37,6.33,4.04,162.901284
9830,1.01,Premium,G,SI1,62.5,60.0,4672,6.39,6.34,3.98,161.240148
9831,1.01,Premium,D,SI2,61.8,60.0,4672,6.41,6.37,3.95,161.28521500000002
9832,1.01,Ideal,G,SI1,62.9,54.0,4672,6.47,6.41,4.05,167.96443499999998
9833,1.01,Premium,D,SI2,60.3,57.0,4672,6.56,6.51,3.94,168.26006399999997
9834,1.01,Premium,G,SI1,59.6,61.0,4672,6.52,6.47,3.87,163.253628
9835,1.01,Good,D,SI2,63.9,57.0,4672,6.36,6.29,4.04,161.61777600000002
9836,1.01,Premium,D,SI2,60.9,62.0,4672,6.45,6.43,3.92,162.57612
9837,1.01,Premium,D,SI2,58.3,59.0,4672,6.67,6.63,3.88,171.58174799999998
9838,1.12,Very Good,H,SI1,63.1,56.0,4673,6.62,6.59,4.17,181.91958599999998
9839,0.91,Ideal,G,SI1,62.5,56.0,4673,6.19,6.22,3.88,149.386984
9840,1.1,Good,F,SI2,60.5,61.0,4674,6.61,6.67,4.02,177.236574
9841,1.21,Premium,J,VS1,61.0,60.0,4675,6.88,6.83,4.18,196.419872
9842,1.08,Ideal,G,SI2,61.9,58.0,4675,6.55,6.57,4.06,174.71601
9843,1.02,Ideal,E,SI1,61.1,56.0,4675,6.51,6.45,3.96,166.27841999999998
9844,1.05,Ideal,F,SI2,60.9,56.0,4675,6.64,6.56,4.02,175.10476799999995
9845,1.01,Premium,I,VS2,62.5,58.0,4676,6.44,6.39,4.01,165.01791599999999
9846,0.92,Very Good,D,SI1,62.9,56.0,4676,6.18,6.22,3.9,149.91443999999998
9847,1.22,Ideal,J,SI2,61.2,57.0,4676,6.86,6.9,4.21,199.27614
9848,0.91,Premium,E,VS2,62.2,60.0,4676,6.21,6.13,3.84,146.178432
9849,1.0,Ideal,H,SI1,61.4,55.0,4676,6.49,6.44,3.97,165.92853200000005
9850,1.01,Premium,F,SI2,61.9,58.0,4676,6.39,6.34,3.94,159.619644
9851,0.9,Premium,E,SI1,62.8,58.0,4677,6.13,6.09,3.84,143.353728
9852,1.74,Very Good,H,I1,63.2,55.0,4677,7.62,7.59,4.8,277.61184
9853,1.07,Ideal,F,SI2,62.0,57.0,4678,6.49,6.6,4.06,173.90603999999996
9854,1.07,Ideal,F,SI2,61.5,57.0,4678,6.57,6.6,4.05,175.6161
9855,0.9,Very Good,F,VS2,61.9,57.0,4678,6.17,6.23,3.84,147.606144
9856,0.9,Ideal,F,VS2,62.7,56.0,4678,6.17,6.2,3.88,148.42551999999998
9857,0.9,Very Good,F,VS2,61.7,56.0,4678,6.18,6.21,3.82,146.603196
9858,1.02,Premium,F,SI1,63.0,58.0,4678,6.4,6.36,4.02,163.63008000000002
9859,1.02,Very Good,F,SI1,63.5,57.0,4678,6.4,6.35,4.05,164.59199999999998
9860,1.18,Good,G,SI1,64.2,62.0,4678,6.6,6.51,4.25,182.60549999999998
9861,1.02,Good,F,SI1,63.7,61.0,4678,6.27,6.23,3.98,155.467158
9862,0.91,Ideal,H,VS2,62.4,56.0,4678,6.2,6.14,3.85,146.5618
9863,1.19,Ideal,J,SI1,62.0,56.0,4678,6.8,6.77,4.21,193.81156
9864,1.03,Very Good,D,SI2,61.3,61.0,4679,6.46,6.49,3.97,166.44383800000003
9865,1.03,Good,G,SI1,63.2,58.0,4679,6.38,6.43,4.05,166.14476999999997
9866,1.03,Premium,D,SI2,61.7,58.0,4679,6.47,6.5,4.0,168.22
9867,1.03,Very Good,D,SI2,62.8,56.0,4679,6.43,6.46,4.05,168.22808999999998
9868,1.03,Ideal,D,SI2,61.2,57.0,4679,6.51,6.59,4.01,172.03260899999998
9869,1.03,Ideal,G,SI1,62.4,57.0,4679,6.47,6.52,4.05,170.84681999999998
9870,1.03,Ideal,D,SI2,61.8,56.0,4679,6.46,6.51,4.01,168.638946
9871,0.7,Very Good,E,IF,60.3,59.0,4679,5.72,5.76,3.46,113.99731199999998
9872,1.05,Ideal,I,SI1,62.1,54.0,4679,6.54,6.55,4.06,173.91821999999996
9873,1.0,Good,F,SI1,60.1,65.0,4679,6.4,6.44,3.86,159.09376000000003
9874,1.0,Fair,F,SI1,56.5,60.0,4679,6.62,6.66,3.75,165.3345
9875,1.28,Good,G,SI2,63.6,57.0,4679,6.78,6.73,4.29,195.75012600000002
9876,1.01,Very Good,H,SI1,59.8,61.0,4680,6.54,6.51,3.9,166.04406
9877,1.01,Ideal,H,SI1,61.4,60.0,4680,6.48,6.45,3.97,165.93012000000004
9878,0.9,Very Good,F,VS2,62.6,58.0,4681,6.08,6.13,3.82,142.372928
9879,1.01,Very Good,I,SI1,62.1,58.0,4681,6.37,6.39,3.96,161.18902799999998
9880,1.04,Very Good,H,SI1,59.7,60.0,4682,6.55,6.58,3.92,168.94807999999998
9881,0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89,148.797168
9882,0.9,Good,D,VS2,65.8,58.0,4682,5.99,6.01,3.95,142.199605
9883,1.09,Premium,D,SI2,62.2,59.0,4682,6.49,6.46,4.03,168.95936200000003
9884,1.09,Good,D,SI2,63.8,60.0,4682,6.57,6.49,4.16,177.37948800000004
9885,1.06,Ideal,D,SI2,61.2,57.0,4682,6.59,6.51,4.01,172.03260899999998
9886,1.1,Very Good,H,SI1,63.5,55.0,4682,6.55,6.49,4.14,175.98933
9887,0.95,Premium,F,SI1,62.3,60.0,4682,6.3,6.26,3.91,154.20257999999998
9888,1.05,Premium,H,SI1,62.2,58.0,4682,6.5,6.46,4.03,169.21970000000002
9889,1.03,Ideal,F,SI2,61.6,55.0,4683,6.46,6.49,3.99,167.28234600000002
9890,1.02,Ideal,F,SI2,61.6,56.0,4684,6.52,6.49,4.01,169.682348
9891,0.9,Very Good,H,VS1,63.6,55.0,4685,6.15,6.11,3.9,146.54835
9892,0.9,Very Good,H,VS1,62.8,59.0,4685,6.07,6.15,3.84,143.34912
9893,1.08,Very Good,G,SI2,62.8,56.0,4685,6.48,6.6,4.11,175.77648000000002
9894,1.0,Very Good,E,SI2,59.6,62.0,4685,6.45,6.51,3.86,162.07947
9895,1.01,Ideal,I,VS2,59.9,61.0,4685,6.49,6.53,3.9,165.28083
9896,1.02,Ideal,I,SI1,61.3,57.0,4685,6.47,6.49,3.97,166.701491
9897,0.9,Good,H,VS2,58.2,59.0,4685,6.36,6.33,3.69,148.554972
9898,1.01,Good,E,SI2,58.7,63.0,4685,6.52,6.6,3.85,165.67319999999998
9899,1.2,Premium,J,SI2,58.7,59.0,4685,6.99,6.94,4.09,198.408354
9900,1.21,Premium,I,SI2,62.3,59.0,4686,6.82,6.77,4.23,195.305022
9901,1.07,Ideal,J,VS2,61.7,58.0,4686,6.58,6.55,4.05,174.55094999999997
9902,1.07,Ideal,J,VS2,61.6,56.0,4686,6.59,6.55,4.04,174.38458
9903,1.24,Premium,J,SI1,61.8,58.0,4687,6.9,6.86,4.25,201.16950000000003
9904,0.9,Premium,E,VS2,62.6,59.0,4687,6.14,6.06,3.82,142.13608799999997
9905,0.9,Premium,F,VS1,59.0,58.0,4687,6.33,6.29,3.72,148.114404
9906,1.11,Premium,H,VS1,62.3,57.0,4687,6.67,6.62,4.14,182.80335599999998
9907,1.05,Very Good,I,SI1,62.6,56.0,4688,6.49,6.45,4.05,169.535025
9908,1.0,Fair,F,SI1,56.9,63.0,4688,6.45,6.52,3.69,155.17925999999997
9909,1.02,Very Good,H,SI1,63.5,58.0,4688,6.39,6.36,4.05,164.59362
9910,1.02,Premium,H,SI1,62.6,59.0,4688,6.43,6.38,4.01,164.50383399999998
9911,1.01,Premium,E,SI2,62.9,59.0,4688,6.37,6.31,3.99,160.376853
9912,1.14,Premium,G,SI2,61.1,59.0,4688,6.77,6.72,4.12,187.436928
9913,1.02,Very Good,H,SI1,63.2,57.0,4688,6.44,6.38,4.05,166.40316
9914,1.15,Premium,E,SI2,62.3,58.0,4688,6.73,6.67,4.18,187.63643799999997
9915,1.13,Premium,H,SI1,61.2,59.0,4689,6.68,6.65,4.08,181.24176
9916,1.1,Very Good,H,SI1,63.0,57.0,4689,6.5,6.54,4.11,174.7161
9917,0.9,Ideal,H,VS1,61.9,56.0,4689,6.17,6.23,3.84,147.606144
9918,1.06,Premium,E,SI1,63.0,56.0,4689,6.54,6.45,4.09,172.52847
9919,1.13,Premium,H,SI1,62.1,58.0,4689,6.7,6.66,4.15,185.18130000000002
9920,1.13,Very Good,H,SI1,63.3,56.0,4689,6.65,6.62,4.2,184.89660000000003
9921,1.01,Very Good,F,SI2,62.5,58.0,4690,6.39,6.41,4.0,163.8396
9922,1.01,Very Good,D,SI2,60.1,60.0,4690,6.41,6.47,3.87,160.499349
9923,1.25,Premium,J,SI2,61.5,57.0,4690,7.0,6.93,4.28,207.6228
9924,1.21,Very Good,J,VS2,63.0,57.0,4691,6.73,6.77,4.25,193.638925
9925,0.92,Ideal,F,SI2,61.5,53.0,4691,6.26,6.3,3.86,152.23067999999998
9926,1.1,Premium,E,SI2,60.1,62.0,4691,6.69,6.65,4.01,178.398885
9927,1.01,Good,E,SI1,63.3,57.0,4692,6.33,6.37,4.02,162.09484199999997
9928,1.09,Ideal,I,SI1,59.4,61.0,4692,6.68,6.73,3.98,178.92647200000002
9929,1.05,Premium,H,SI1,61.9,58.0,4692,6.5,6.45,4.01,168.11925000000002
9930,1.05,Very Good,H,SI1,63.1,60.0,4692,6.49,6.42,4.07,169.57980600000002
9931,1.05,Premium,H,SI1,59.5,58.0,4692,6.69,6.61,3.96,175.11476400000004
9932,1.11,Premium,G,SI2,58.8,59.0,4692,6.8,6.76,3.99,183.41232
9933,1.05,Very Good,H,SI1,63.5,57.0,4692,6.47,6.44,4.1,170.83388
9934,1.01,Very Good,H,VS2,63.3,58.0,4692,6.33,6.27,3.99,158.359509
9935,0.93,Premium,D,SI2,62.0,56.0,4692,6.27,6.22,3.87,150.927678
9936,1.27,Ideal,J,SI2,62.6,57.0,4693,6.85,6.88,4.3,202.6504
9937,0.9,Very Good,D,SI1,59.6,62.0,4693,6.19,6.22,3.7,142.45666000000003
9938,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84,145.236864
9939,0.9,Premium,D,SI1,62.2,58.0,4693,6.11,6.18,3.82,144.242436
9940,0.9,Very Good,D,SI1,62.8,59.0,4693,6.14,6.18,3.87,146.847924
9941,1.01,Very Good,I,SI1,61.4,62.0,4693,6.39,6.45,3.94,162.38907
9942,1.01,Ideal,J,VS1,61.2,57.0,4693,6.45,6.49,3.96,165.76758
9943,1.01,Ideal,H,SI2,61.1,56.0,4693,6.44,6.48,3.95,164.83824000000004
9944,1.01,Ideal,H,SI2,62.4,57.0,4693,6.36,6.43,3.99,163.17025200000003
9945,0.96,Good,D,SI1,61.0,61.0,4693,6.29,6.33,3.85,153.290445
9946,1.01,Ideal,E,SI2,62.0,56.0,4694,6.46,6.42,3.99,165.478068
9947,1.01,Ideal,G,SI1,62.3,57.0,4694,6.41,6.36,3.98,162.25504800000002
9948,1.01,Premium,D,SI2,60.4,60.0,4694,6.52,6.46,3.92,165.107264
9949,1.04,Ideal,F,SI2,62.0,54.0,4695,6.49,6.51,4.03,170.267097
9950,1.13,Fair,I,VS2,55.9,67.0,4695,7.05,6.94,3.9,190.8153
9951,0.92,Ideal,D,SI1,61.8,55.0,4696,6.25,6.28,3.87,151.8975
9952,1.04,Ideal,I,VS1,63.0,56.0,4696,6.44,6.41,4.05,167.18562
9953,0.9,Very Good,G,VVS1,63.3,58.0,4697,6.05,6.14,3.86,143.38742
9954,1.0,Very Good,D,SI1,60.1,60.0,4697,6.47,6.55,3.91,165.69993499999998
9955,1.09,Good,F,SI2,60.3,61.0,4698,6.64,6.69,4.02,178.574832
9956,1.07,Ideal,E,SI2,62.4,57.0,4698,6.55,6.52,4.08,174.24048
9957,1.33,Fair,F,I1,62.0,56.0,4698,7.05,7.01,4.36,215.47338
9958,1.11,Premium,F,SI1,60.4,58.0,4699,6.68,6.66,4.03,179.289864
9959,1.09,Premium,H,SI2,62.0,57.0,4700,6.61,6.55,4.08,176.64564000000001
9960,0.93,Ideal,E,SI1,59.6,57.0,4700,6.37,6.42,3.81,155.811474
9961,1.07,Premium,F,SI2,62.0,58.0,4700,6.57,6.52,4.06,173.91578399999997
9962,1.07,Premium,F,SI2,60.3,58.0,4700,6.68,6.62,4.01,177.328616
9963,1.09,Good,H,SI1,62.4,64.0,4700,6.61,6.51,4.09,175.997199
9964,1.15,Premium,E,SI2,61.8,56.0,4701,6.75,6.7,4.15,187.68375000000003
9965,1.14,Very Good,J,VS1,60.0,60.0,4702,6.76,6.81,4.07,187.364892
9966,1.0,Very Good,H,SI1,62.3,60.0,4702,6.34,6.38,3.96,160.178832
9967,1.0,Ideal,H,SI1,60.3,56.0,4702,6.52,6.54,3.94,168.004752
9968,1.0,Premium,H,SI1,61.5,58.0,4702,6.37,6.45,3.94,161.88081
9969,1.25,Very Good,J,SI1,62.5,57.0,4702,6.83,6.86,4.28,200.534264
9970,1.14,Good,I,SI1,63.5,56.0,4702,6.58,6.62,4.19,182.51472400000003
9971,1.0,Good,H,SI1,63.7,60.0,4702,6.3,6.33,4.02,160.31357999999997
9972,1.14,Premium,H,SI2,60.6,59.0,4702,6.77,6.8,4.11,189.20795999999999
9973,1.0,Very Good,H,SI1,62.7,59.0,4702,6.3,6.37,3.97,159.32007000000002
9974,0.72,Ideal,E,VVS1,61.6,56.0,4702,5.75,5.77,3.55,117.78012499999997
9975,1.16,Premium,J,VS2,62.2,59.0,4702,6.74,6.69,4.18,188.47870799999998
9976,1.04,Very Good,G,SI2,60.6,57.0,4703,6.56,6.6,3.99,172.75104
9977,1.02,Very Good,H,SI1,63.5,56.0,4703,6.36,6.43,4.06,166.03288799999999
9978,1.2,Good,H,SI2,64.1,57.0,4704,6.68,6.65,4.27,189.68193999999997
9979,1.32,Premium,I,SI2,60.8,58.0,4704,7.03,7.11,4.3,214.92819000000003
9980,1.02,Very Good,G,SI1,62.9,56.0,4704,6.36,6.4,4.01,163.22304000000003
9981,1.0,Fair,D,SI1,66.3,58.0,4704,6.15,6.04,4.04,150.06984
9982,1.5,Fair,I,I1,66.1,57.0,4704,7.12,7.04,4.68,234.58406399999998
9983,1.5,Fair,I,I1,69.7,56.0,4704,6.94,6.9,4.82,230.81052000000003
9984,1.0,Very Good,F,SI1,63.1,57.0,4704,6.37,6.33,4.01,161.691621
9985,1.0,Ideal,H,VS2,62.5,58.0,4704,6.38,6.33,3.97,160.330038
9986,1.26,Ideal,I,SI2,59.6,57.0,4704,7.04,7.01,4.19,206.77817600000003
9987,1.0,Premium,E,SI2,61.2,60.0,4704,6.45,6.42,3.94,163.15146
9988,1.12,Premium,I,SI1,60.8,57.0,4704,6.76,6.7,4.09,185.24428
9989,1.2,Very Good,I,SI1,63.3,57.0,4704,6.7,6.66,4.23,188.75106000000002
9990,1.5,Fair,I,SI2,64.9,61.0,4704,7.14,7.09,4.62,233.876412
9991,1.2,Premium,J,VS1,62.0,59.0,4704,6.77,6.72,4.18,190.16659199999998
9992,1.12,Premium,H,SI2,61.9,58.0,4704,6.74,6.66,4.15,186.28686000000005
9993,1.0,Premium,F,SI1,60.3,61.0,4704,6.43,6.38,3.86,158.35032399999997
9994,1.0,Premium,E,SI2,61.7,58.0,4704,6.39,6.34,3.93,159.214518
9995,1.0,Very Good,D,SI2,63.3,56.0,4704,6.38,6.35,4.03,163.26739
9996,1.0,Very Good,E,SI2,63.5,56.0,4704,6.38,6.31,4.03,162.238934
9997,1.0,Premium,E,SI2,61.4,61.0,4704,6.41,6.36,3.92,159.808992
9998,1.0,Premium,E,SI2,61.1,58.0,4704,6.48,6.44,3.95,164.83824000000004
9999,1.0,Premium,D,SI1,62.0,58.0,4704,6.41,6.29,3.94,158.85646599999998
10000,1.0,Fair,D,SI1,64.9,59.0,4704,6.2,6.13,4.0,152.024
10001,1.0,Fair,D,SI1,65.9,54.0,4704,6.24,6.2,4.1,158.6208
10002,1.01,Very Good,H,SI1,63.1,59.0,4705,6.34,6.43,4.03,164.287786
10003,1.03,Good,H,SI1,59.3,56.0,4705,6.57,6.66,3.92,171.524304
10004,1.22,Fair,F,SI2,65.0,56.0,4705,6.71,6.8,4.39,200.30692
10005,0.91,Ideal,E,SI1,61.0,57.0,4706,6.27,6.32,3.84,152.16537599999998
10006,1.01,Premium,E,VS2,60.8,58.0,4706,6.43,6.4,3.9,160.4928
10007,0.9,Very Good,E,VS2,60.4,60.0,4707,6.23,6.29,3.78,148.125726
10008,0.9,Very Good,E,VS2,62.2,56.0,4707,6.12,6.17,3.82,144.24472799999998
10009,0.9,Very Good,E,VS2,63.0,58.0,4707,6.13,6.16,3.87,146.134296
10010,1.01,Very Good,G,SI1,62.4,60.0,4707,6.34,6.39,3.97,160.835022
10011,1.13,Ideal,G,SI2,60.8,56.0,4707,6.64,6.72,4.06,181.16044799999997
10012,1.01,Very Good,H,SI1,63.3,57.0,4707,6.41,6.36,4.04,164.70110400000002
10013,1.01,Premium,H,SI1,62.2,54.0,4707,6.48,6.41,4.01,166.56256800000003
10014,1.01,Premium,H,SI1,62.6,61.0,4707,6.39,6.36,3.99,162.15519600000002
10015,1.14,Ideal,J,SI1,61.7,54.0,4708,6.71,6.74,4.15,187.68541000000002
10016,1.02,Ideal,G,SI1,60.3,56.0,4708,6.57,6.54,3.95,169.72281
10017,1.13,Ideal,H,VS2,62.0,55.0,4708,6.68,6.65,4.13,183.46285999999998
10018,0.9,Very Good,E,VS2,60.6,60.0,4709,6.14,6.27,3.76,144.75172799999999
10019,1.11,Ideal,H,SI2,61.4,57.0,4709,6.63,6.67,4.08,180.426168
10020,1.11,Ideal,I,SI1,61.9,57.0,4709,6.62,6.67,4.11,181.47869400000002
10021,0.34,Ideal,D,I1,62.5,57.0,413,4.47,4.49,2.8,56.196839999999995
10022,0.34,Ideal,D,I1,61.4,55.0,413,4.5,4.52,2.77,56.34179999999999
10023,0.31,Ideal,I,SI1,60.9,57.0,414,4.36,4.41,2.67,51.337692000000004
10024,0.23,Ideal,I,VVS1,63.0,56.0,414,3.94,3.9,2.47,37.95402
10025,0.23,Premium,I,VVS1,60.5,61.0,414,3.98,3.95,2.4,37.730399999999996
10026,0.3,Good,D,SI2,60.8,65.0,414,4.26,4.29,2.6,47.51604
10027,0.23,Very Good,G,VVS1,61.3,59.0,414,3.94,3.96,2.42,37.757808
10028,0.23,Very Good,G,VVS1,60.2,59.0,415,4.0,4.01,2.41,38.6564
10029,0.29,Good,F,VS1,62.1,56.0,415,4.24,4.26,2.64,47.684736
10030,0.33,Ideal,F,SI2,61.4,55.0,416,4.46,4.5,2.75,55.1925
10031,0.3,Fair,J,VS2,64.8,58.0,416,4.24,4.16,2.72,47.976448000000005
10032,0.33,Good,H,SI2,63.5,57.0,416,4.36,4.39,2.78,53.210311999999995
10033,0.26,Ideal,I,VS1,62.5,53.0,417,4.08,4.11,2.56,42.92812800000001
10034,0.31,Ideal,H,SI1,61.2,58.0,417,4.37,4.39,2.68,51.413924
10035,0.24,Very Good,F,VS1,62.0,56.0,417,3.94,3.99,2.46,38.672676
10036,0.24,Premium,E,VS2,62.6,58.0,417,3.99,4.03,2.51,40.360047
10037,0.24,Ideal,F,VS2,61.8,57.0,417,3.97,4.02,2.47,39.419718
10038,0.34,Very Good,H,SI2,58.6,62.0,417,4.6,4.62,2.7,57.3804
10039,0.3,Good,G,SI1,63.2,55.0,417,4.26,4.29,2.7,49.343579999999996
10040,0.34,Premium,J,VS2,62.3,60.0,417,4.46,4.49,2.79,55.87086600000001
10041,0.34,Good,F,SI2,63.9,56.0,417,4.4,4.43,2.82,54.967439999999996
10042,0.26,Very Good,G,VS1,61.9,56.0,418,4.07,4.1,2.53,42.21811
10043,0.26,Very Good,G,VS1,62.1,56.0,418,4.07,4.11,2.54,42.488358000000005
10044,0.31,Ideal,J,SI1,61.3,56.0,418,4.37,4.4,2.69,51.72332
10045,0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63,51.262908
10046,0.31,Ideal,I,SI1,62.5,56.0,418,4.29,4.35,2.7,50.386050000000004
10047,0.31,Very Good,I,SI1,62.8,60.0,418,4.29,4.31,2.7,49.92273
10048,0.31,Premium,I,SI1,60.1,59.0,418,4.38,4.41,2.64,50.993712
10049,0.31,Ideal,I,SI1,62.2,56.0,418,4.34,4.37,2.71,51.397318000000006
10050,0.31,Very Good,I,SI1,62.3,58.0,418,4.35,4.38,2.72,51.82416
10051,0.3,Ideal,H,VVS2,60.8,58.0,590,4.33,4.38,2.65,50.258309999999994
10052,0.3,Ideal,H,VVS2,62.1,55.0,590,4.33,4.36,2.7,50.97276000000001
10053,0.27,Very Good,F,VVS2,62.3,59.0,591,4.14,4.18,2.59,44.820468
10054,0.27,Very Good,F,VVS2,60.8,59.0,591,4.17,4.19,2.54,44.379642000000004
10055,0.26,Very Good,F,VVS1,61.2,60.0,591,4.13,4.14,2.53,43.25844599999999
10056,0.27,Very Good,F,VVS1,62.0,55.0,591,4.16,4.16,2.59,44.821504000000004
